,ISBNs,output_types,years,country,unified_title,primary_occupations_main,primary_occupations_detailed,sciences,ABC outputs
36099,9788328600621,edited volumes,2019,Poland,DiG,academic publishers,academic publishers,humanities,
36135,9786094261374,edited volumes,2019,Lithuania,Lietuvos dailės muziejus,not publishers,museums,humanities,
36150,9785422203833,edited volumes,2019,Russian Federation,Murmansk Arctic State University,universities,university departments,humanities,
36155,9788395335501,edited volumes,2019,Poland,Museum of Archaeology and History in Glogow,not publishers,museums,humanities,
36173,9786099613208,edited volumes,2019,Lithuania,Kunigo švietėjo Jono Katelės labdaros ir paramos fondas,not publishers,not publishing,humanities,
36176,9786098231120,edited volumes,2019,Lithuania,Lietuvos kultūros tyrimų institutas,not publishers,research institutions,humanities,
36179,9786099531281,edited volumes,2019,Lithuania,Lietuvos dailininkų sąjunga,not publishers,societies,humanities,
36180,9786098237047,edited volumes,2019,Lithuania,Šiaulių apskrities Povilo Višinskio viešoji biblioteka,not publishers,libraries,humanities,
36181,9786098231144,edited volumes,2019,Lithuania,Lietuvos kultūros tyrimų institutas,not publishers,research institutions,humanities,
36182,9786098180497,edited volumes,2019,Lithuania,Standartų spaustuvė,intermediaries,publishing services,humanities,
36183,9786098151169,edited volumes,2019,Lithuania,Bažnytinio paveldo muziejus,not publishers,museums,humanities,
36184,9786094261299,edited volumes,2019,Lithuania,Lietuvos dailės muziejus,not publishers,museums,humanities,
36192,9786094252723,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36194,9786094252594,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36195,9786094252754,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36196,9786094252792,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36197,9789986498797,edited volumes,2019,Lithuania,Lietuvos mokslų akademijos Vrublevskių biblioteka,not publishers,libraries,humanities,
36199,9786094252785,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36202,9786094252655,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36217,9786094252693,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36232,9786094252341,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36233,9786094252624,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36234,9786094252570,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36235,9786094252679,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36236,9786094252839,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36237,9786094252761,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36264,9786094252686,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36269,9786094252891,authored books,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36270,9786094752827,authored books,2019,Lithuania,Shared Prefixes,intermediaries,self-publishing,humanities,
36297,9781527524095,edited volumes,2019,United Kingdom,Cambridge Scholars Publishing,academic publishers,academic publishers,humanities,
36335,9786094252822,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36336,9786094252815,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36345,9786094252587,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36348,9786094252600,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36349,9786094252617,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
36352,9786094252501,edited volumes,2019,Lithuania,Lietuvių literatūros ir tautosakos institutas,universities,university departments,humanities,
